text,sentiment
aysHummingbird Nunes hid evidence on Trump mp Russian meddlingA top member of House Intelligence Committee has revealed shocking de,negative
kepTorr Perfect example of Trump derangement syndrome,negative
epMcSally Arizona vote for yrstensinema so that we can finally put a stop to the LIES that are spewed,negative
actually How can you not love this guy?Trump is the most refreshingly  NON politically correct honest person youll ever meet ht,negative
one illegal,negative
oliticon Donald Trump is the greatest con man of all time The greatest fake populist of all time  yleKulinski oliticon2018,positive
Ruhle CONGRESS IS NOT IN SESSION  ealDonaldTrump IS LYING,negative
rDanZak Adelson has visited the White House six times so far mp talks with POTUS once a month His interests are Israel mp paving the,negative
ilekrte Buras Orta Amerikal mltecilerin Guatemaladan Meksikaya gemek iin bekledii KprTrump o gmenleri Durdurun yok,neutral
reyVonDinkis eftistSexCrimes edophilia edoBiden PEDO WATCH  TRUMP LAYS INTO LEFTISTS FAVORITE PEDO  BIDENObama,positive
swarmed to hear him sing and watch his sexual gyrations he was a drug addict and womanizer but was worshippe,negative
matters to Trump,negative
urtalaIbin King Abdullah II of Jordan in Trump Twitter diplomacy style has notified Israel that it wants to reclaim territories leas,negative
wanna hear Trump say Honduras,positive
heAtlantic Its beyond hypocrisyits a doublefolded state ofbeing and it will go on so long as the need to make excuses for Dona,negative
otsofuss When did racism become socially acceptable? Ill tell yousince Trump Its not moral Its wrong Steve King has no bu,negative
hawnwasabi  PROTECT TRANS KIDS,neutral
aulkrugman Trumps lies about Soros funding the caravan are a further mainstreaming of an altright conspiracy theory Jewish financi,negative
atsabatsabatsa i feel helpless but i just left a voicemail for my congresswoman about this please do the same for yours and call aga,negative
edNationRising This is truly the most important midterm in our lifetime its about validating or nullifying the 2016 election result,negative
imcast The NPC meme is not pro trump or anti liberal Its just that many people on the right actively engage in making memes so tha,negative
enshapiro That is literally the definition of sex,neutral
rianklaas Donald Trump has had much harsher criticism toward Nordstrom for dropping Ivankas fashion line than he has toward MBS for,negative
might argue that Trump is once again doing Putins bidding This is all in favor of the Russians,negative
lennbeck John worked as my assistant years ago  So happy to see him doing well rtv illerstream,positive
ealamberheard,negative
voting my prayer is that a Democrat WINS the mega Powerball And I hope he knows that Donald J Trump is so,negative
Im really starting to despise white women and I am one WTF chicks Mind your own damn business mp tuck,negative
who would use and abuse you are scared because we out number them Find out where when how Get registered,negative
aggieNYT Missed this last night  POTUS manufacturing nonexistent riots from the campaign trail,negative
Calls Trumps Treaty Withdrawal Not the Work of a Great Mind by ANDREW E KRAMER via NYT,positive
ethAbramson Trump is unstable and dangerousHes threatening voters promising passage of a preelection tax bill when Congress isn,positive
allyDeal4 ealDonaldTrump ICYMI Massive Twitter data release sheds light on Russias Trump strategyConsists of tweets from some 3,negative
avidfrum To WashPost Trump now claiming that May 2017 deal to sell ~15 billion of helicopters etc to Saudi Arabia is the largest a,negative
hodry1234 OCKONOHIO heblaze Oh hell yeah I never get tired of his televised rallys Wish I could go to one but I live in Craz,negative
arengeier big day for Graham Linehan finding out Trumps going to implement all of his cool ideas on gender,positive
s26783joe Hey Trump why is the caravan a Dems problem and should pass new immigration laws U mp the Republicans have all 3 branches,neutral
aggieNYT Missed this last night  POTUS manufacturing nonexistent riots from the campaign trail,negative
ireHeartbeat Trmp is trying to define gender like they did marriage with the only intent being to discriminateThis is your regul,negative
ZHemingway The best thing about costa cussing out the former Melania Trump staffer who did the Dear Diary thing with him is learn,neutral
TRUMP DO YOU LIKE CAOONS ?,neutral
harliekirk11 Since Trump took office Democrats haveTried to destroy Justice KavanaughMailed ricin to Sec Mattis Ted Cruz Don,negative
onstanceJackso enJeffMerkley Unless GOP CHEAT Like GOP DID 2 GET SNAKE TRUMP IN OFFICE Vote Flipping OCCURRED In GOP STATES VOTE,negative
ayegallops JUST ONE MORE REASON TO SUPPO A PRESIDENT WHO GETS WHAT AN INVASION ENTAILS FOLKS I AM SO SICKENED BY WHAT IS HAPPEN,negative
Donald Trump told reporters he was not satisfied with Saudi Arabias explanation of journalist Jamal Kh,negative
illyeichner This is pure evil Get your friends together and vote like our lives depend on it Because they do,negative
tsJeffTiedrich Donald Trump is a noxious brew of ignorance malevolence truculence pigheadedness toxic masculinity recklessness,negative
imguilfoyle Nolte Donald Trump More Popular than Media Want You to Believe  via reitbartNews,negative
ueerqueenie Please boost this around Dont ignore this Cis people you better step the fuck up to combat this,negative
aysHummingbird Nunes hid evidence on Trump mp Russian meddlingA top member of House Intelligence Committee has revealed shocking de,negative
have no words to respond to this,negative
oscaAusten Duel in the desert1 Joe whipped 193 Union members into a frenzy in Elko where Costco crowds were biggerJoes hits,neutral
Trump demands to stiffen immigration laws until the US practices fullblown nationalismAnd as h,neutral
who believe otus at this point?,negative
cexaminer Trump says major tax cut for middleincome people coming in 10 days,negative
ethAbramson Trump is unstable and dangerousHes threatening voters promising passage of a preelection tax bill when Congress isn,positive
arrieKelly17 Trump says US will pull out of nuke treaty with Russia that limited number of missiles  via,negative
obreiner Trump continues to aid mp abet a murder He continues to spew racist red meat to his followers He continues degrade women H,negative
esbicorp Literally all this irrelevant shit is trending when really we should be giving attention to the fact that Trump is really tr,negative
arygayscanlon Trans Rights are Human Rights and Human Rights are Trans Rights,negative
She Said THIS,negative
ichaelAvenatti For years Trump told us that he was the tough guy that would command respect from other nations and keep us safe H,negative
rJames079 This is fucking awfulHoly fucking shit this is the fucking WORST EVER FUCK,negative
s just a liar,negative
arahSKG1983 Supporters kept asking Why would Putin rig the election to get Trump in office? Now you know He could manipulate Tr,negative
ambdaLegal Anyone else care to remind us how much of a friend to GBTQ people ealDonaldTrump is? Not only is this insulting inh,negative
REWcrew Almost 2 years into Trumps presidency his Cabinet officials are still abusing government travel,negative
heaCoulee Dear Trump You dont tell women what to do with their bodiesYou dont get to define genderYou dont have the qualific,negative
xsleuthUSA if I had  my way the Dems would point to Tornillo Texas and the huge tent compound were TrumpNielsenSessionsKellyMil,neutral
nelehm hey guys trump wants to strip trans people of their identity by legally defining gender as something assigned and unchangeab,negative
mvetsupport PORKUS is saying he will cut middle income taxes First it is typical trump bullshit He cant even do it Congress is no,negative
oingRight1  Veterans TrumpVote Midterms  F FB reenEyedCatemerican2boanneTirado09eanineCmchristi1odeofvets,positive
ricBoehlert 6 months ago GOP guaranteed Donnelly was doomed in Indiana now GOP trails wonder why that isnt the framing here h,negative
kepTorr Perfect example of Trump derangement syndrome,negative
yerighton18 Americans votes must NOT be invalidated by emeft illegal tricksMUST oteRedToSaveAmerica,neutral
irDukeDevin Trump is warning voters not to commit voter fraudWell we know what Trump is going to accuse the left of when Congress,negative
